Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
User 8,2023-05-21 16:04:40,00:00:32,,Trailer: Hit,TRAILER,Device Type 1,00:00:32,Not latest view,IN (India)
User 8,2023-05-21 16:03:43,00:00:35,,Ek Villain 2_hook_05_16x9,HOOK,Device Type 1,00:00:35,00:00:35,IN (India)
User 8,2023-05-21 16:01:34,00:02:06,,Trailer: Dhamaka,TRAILER,Device Type 1,00:02:06,00:02:06,IN (India)
User 8,2023-05-21 15:59:38,00:01:47,,Teaser: Thar,TEASER_TRAILER,Device Type 1,00:01:47,00:01:47,IN (India)
User 8,2023-05-21 15:58:39,00:00:37,,Cliffhanger Clip: Chor Nikal Ke Bhaga,HOOK,Device Type 1,00:00:37,00:00:37,IN (India)
User 8,2023-05-21 15:57:07,00:00:42,,Typewriter: Season 1 (CEE- Ravi Character Intro + End Bumper),CHARACTER,Device Type 1,00:00:42,00:00:42,IN (India)
User 8,2023-05-21 15:56:21,00:00:37,,Cliffhanger Clip: Malnazidos,HOOK,Device Type 1,00:00:37,00:00:37,IN (India)
User 8,2023-05-21 15:33:25,00:22:35,,Betaal: Season 1: The Colonel (Episode 4),,Device Type 1,00:42:29,00:42:29,IN (India)
User 8,2023-05-21 15:12:11,00:19:34,,Betaal: Season 1: The Colonel (Episode 4),,Device Type 1,00:19:44,Not latest view,IN (India)
User 8,2023-05-21 14:53:16,00:00:21,,Betaal: Season 1: The Colonel (Episode 4),,Device Type 1,00:00:26,Not latest view,IN (India)
User 8,2023-05-21 14:10:04,00:43:10,,Betaal: Season 1: The Battle (Episode 3),,Device Type 1,00:43:28,00:43:28,IN (India)
User 8,2023-05-21 13:23:53,00:46:10,,Betaal: Season 1: The Barracks (Episode 2),,Device Type 1,00:46:16,00:46:16,IN (India)
User 8,2023-05-21 12:41:21,00:42:15,,Betaal: Season 1: The Tunnel (Episode 1),,Device Type 1,00:42:13,00:42:13,IN (India)
User 8,2023-05-21 12:40:42,00:00:30,,Season 1 Bonus Video 1: Betaal,HOOK,Device Type 1,00:00:11,00:00:11,IN (India)
User 8,2023-05-21 12:39:04,00:01:29,,A Man Called Otto_hook_01_16x9,HOOK,Device Type 1,00:01:29,00:01:29,IN (India)
User 8,2023-05-21 12:38:12,00:00:29,,Season 2 Genre Specific Moment Clip 2: Sex/Life,HOOK,Device Type 1,00:00:29,00:00:29,IN (India)
User 8,2023-05-21 12:37:19,00:00:36,,Cliffhanger Clip 2: Stranger Things 4 Volume 2,HOOK,Device Type 1,00:00:32,00:00:32,IN (India)
User 8,2023-05-21 12:36:21,00:00:43,,Kannai Nambathe_hook_02_16x9,HOOK,Device Type 1,00:00:43,00:00:43,IN (India)
User 8,2023-05-21 12:34:57,00:01:07,,Rudravanam (Telugu)_hook_02_16x9,HOOK,Device Type 1,00:01:07,00:01:07,IN (India)
User 8,2023-05-21 11:15:16,00:00:04,,Season 1 Trailer: Caliphate,TRAILER,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-21 10:31:01,00:39:24,,Dasara (Tamil),,Device Type 1,02:30:56,02:30:56,IN (India)
User 8,2023-05-21 10:30:14,00:00:38,,Dasara,,Device Type 1,00:25:34,Not latest view,IN (India)
User 8,2023-05-21 10:29:26,00:00:07,,Ayalvaashi_hook_03_16x9,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-21 10:20:15,02:13:37,,Dasara,,Device Type 1,02:30:56,02:30:56,IN (India)
User 8,2023-05-21 10:19:58,00:00:14,,Dasara_hook_05_16x9,HOOK,Device Type 1,00:00:12,00:00:12,IN (India)
User 8,2023-05-21 10:19:39,00:00:06,,Ishq Remake_hook_02_16x9,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-21 10:19:13,00:00:09,,Main Character Clip: Mother's Day,HOOK,Device Type 1,00:00:08,00:00:08,IN (India)
User 8,2023-05-21 10:07:44,00:00:05,,Dasara,,Device Type 1,00:14:21,Not latest view,IN (India)
User 8,2023-05-21 09:50:03,00:15:33,,Dasara,,Device Type 1,00:14:23,Not latest view,IN (India)
User 8,2023-05-21 09:49:55,00:00:06,,Dasara_hook_05_16x9,HOOK,Device Type 1,00:00:06,Not latest view,IN (India)
User 8,2023-05-21 09:27:43,00:21:59,,Kathal - A Jackfruit Mystery,,Device Type 1,01:51:23,Not latest view,IN (India)
User 8,2023-05-21 09:27:28,00:00:05,,Kathal - A Jackfruit Mystery,,Device Type 1,01:30:08,Not latest view,IN (India)
User 8,2023-05-21 08:05:22,01:08:15,,Kathal - A Jackfruit Mystery,,Device Type 1,01:30:16,Not latest view,IN (India)
User 8,2023-05-21 08:05:16,00:00:05,,Kathal - A Jackfruit Mystery,,Device Type 1,00:29:41,Not latest view,IN (India)
User 8,2023-05-21 07:25:19,00:30:14,,Kathal - A Jackfruit Mystery,,Device Type 1,00:29:42,Not latest view,IN (India)
User 8,2023-05-21 07:23:44,00:01:33,,Trailer: Kathal - A Jackfruit Mystery,TRAILER,Device Type 1,00:01:32,00:01:32,IN (India)
User 8,2023-05-21 07:23:30,00:00:08,,Trailer: OXENFREE,TRAILER,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-21 07:22:56,00:00:34,,Trailer: Narcos: Cartel Wars Unlimited,TRAILER,Device Type 1,00:00:33,00:00:33,IN (India)
User 8,2023-05-21 07:22:50,00:00:04,,Trailer: Highwater,TRAILER,Device Type 1,00:00:03,00:00:03,IN (India)
User 8,2023-05-21 07:21:22,00:01:24,,"Season 1 Inciting Incident Clip: XO, Kitty",HOOK,Device Type 1,00:01:24,00:01:24,IN (India)
User 8,2023-05-21 07:21:10,00:00:10,,Teaser 4: Queen Charlotte: A Bridgerton Story,TEASER_TRAILER,Device Type 1,00:00:10,00:00:10,IN (India)
User 8,2023-05-21 07:20:33,00:00:36,,Season 1 Teaser: Black Knight,TEASER_TRAILER,Device Type 1,00:00:35,00:00:35,IN (India)
User 8,2023-05-21 07:18:59,00:01:33,,Season 1 Teaser 1: Wednesday,TEASER_TRAILER,Device Type 1,00:01:32,00:01:32,IN (India)
User 8,2023-05-21 07:18:34,00:00:25,,Season 1 Teaser: The Good Bad Mother,TEASER_TRAILER,Device Type 1,00:00:24,00:00:24,IN (India)
User 8,2023-05-21 07:17:30,00:00:59,,Season 1 Cliffhanger Clip: Rana Naidu,HOOK,Device Type 1,00:00:59,00:00:59,IN (India)
User 8,2023-05-21 07:17:00,00:00:30,,Season 1 WTW Teaser: All of Us Are Dead,TEASER_TRAILER,Device Type 1,00:00:30,00:00:30,IN (India)
User 8,2023-05-21 07:16:19,00:00:39,,True Beauty: Season 1_hook_02_16x9,HOOK,Device Type 1,00:00:39,00:00:39,IN (India)
User 8,2023-05-21 07:13:50,00:01:59,,Season 1 Trailer: The Night Agent,TRAILER,Device Type 1,00:01:58,00:01:58,IN (India)
User 8,2023-05-21 07:11:52,00:01:56,,Trailer: Kathal - A Jackfruit Mystery,TRAILER,Device Type 1,00:01:56,Not latest view,IN (India)
User 8,2023-05-21 07:11:09,00:00:35,,Mrs. Chatterjee vs Norway_hook_03_16x9,HOOK,Device Type 1,00:00:35,Not latest view,IN (India)
User 8,2023-05-21 07:09:11,00:01:44,,Thiruvin Kural,,Device Type 1,01:54:36,01:54:36,IN (India)
User 8,2023-05-21 07:08:47,00:00:18,,Untitled Arulnithi_hook_01_16x9,HOOK,Device Type 1,00:00:18,00:00:18,IN (India)
User 8,2023-05-21 05:48:34,01:09:17,,Thiruvin Kural,,Device Type 1,01:52:55,Not latest view,IN (India)
User 8,2023-05-21 05:48:28,00:00:04,,Untitled Arulnithi_hook_01_16x9,HOOK,Device Type 1,00:00:04,Not latest view,IN (India)
User 8,2023-05-21 05:12:01,00:35:37,,Thiruvin Kural,,Device Type 1,00:43:45,Not latest view,IN (India)
User 8,2023-05-21 05:11:52,00:00:07,,Thiruvin Kural,,Device Type 1,00:08:20,Not latest view,IN (India)
User 8,2023-05-21 04:58:20,00:08:27,,Thiruvin Kural,,Device Type 1,00:08:13,Not latest view,IN (India)
User 8,2023-05-21 04:58:12,00:00:04,,Genre Specific Moment Clip: Mission Majnu,HOOK,Device Type 1,00:00:03,00:00:03,IN (India)
User 8,2023-05-21 04:38:51,00:19:18,,Mission Majnu,,Device Type 1,02:05:02,02:05:02,IN (India)
User 8,2023-05-21 04:38:45,00:00:04,,Genre Specific Moment Clip: Mission Majnu,HOOK,Device Type 1,00:00:00,Not latest view,IN (India)
User 8,2023-05-21 04:20:18,00:12:08,,Mission Majnu,,Device Type 1,01:45:47,Not latest view,IN (India)
User 8,2023-05-21 04:20:08,00:00:08,,Mission Majnu,,Device Type 1,01:33:48,Not latest view,IN (India)
User 8,2023-05-21 02:15:43,01:39:31,,Mission Majnu,,Device Type 1,01:33:43,Not latest view,IN (India)
User 8,2023-05-21 02:15:29,00:00:11,,Genre Specific Moment Clip: Mission Majnu,HOOK,Device Type 1,00:00:11,Not latest view,IN (India)
User 8,2023-05-21 02:15:15,00:00:11,,Untitled Arulnithi_hook_01_16x9,HOOK,Device Type 1,00:00:11,Not latest view,IN (India)
User 8,2023-05-21 02:13:16,00:01:44,,Clifford the Big Red Dog_hook_primary_16x9,HOOK,Device Type 1,00:01:44,00:01:44,IN (India)
User 8,2023-05-21 02:11:01,00:00:59,,Dasara_hook_05_16x9,HOOK,Device Type 1,00:00:59,Not latest view,IN (India)
User 8,2023-05-21 02:10:38,00:00:19,,Genre Specific Moment Clip: Mission Majnu,HOOK,Device Type 1,00:00:19,Not latest view,IN (India)
User 8,2023-05-21 02:10:31,00:00:06,,Ayalvaashi_hook_primary_16x9,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-21 02:00:25,00:10:05,,Ayalvaashi,,Device Type 1,01:40:37,01:40:37,IN (India)
User 8,2023-05-21 01:55:24,00:00:07,,Ayalvaashi_hook_primary_16x9,HOOK,Device Type 1,00:00:03,Not latest view,IN (India)
User 8,2023-05-20 19:04:31,00:07:01,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:17:05,Not latest view,IN (India)
User 8,2023-05-20 19:03:57,00:00:05,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Device Type 1,00:00:47,Not latest view,IN (India)
User 8,2023-05-20 17:20:37,00:30:03,,Ayalvaashi,,Device Type 1,01:30:51,Not latest view,IN (India)
User 8,2023-05-20 16:14:49,00:56:28,,Ayalvaashi,,Device Type 1,01:00:51,Not latest view,IN (India)
User 8,2023-05-20 16:13:49,00:00:59,,Ayalvaashi_hook_primary_16x9,HOOK,Device Type 1,00:00:28,Not latest view,IN (India)
User 8,2023-05-20 16:13:16,00:00:08,,Ayalvaashi_hook_primary_16x9,HOOK,Device Type 1,00:00:08,Not latest view,IN (India)
User 8,2023-05-20 16:08:23,00:03:20,,Ayalvaashi,,Device Type 1,00:06:00,Not latest view,IN (India)
User 8,2023-05-20 16:08:04,00:00:17,,Ayalvaashi_hook_primary_16x9,HOOK,Device Type 1,00:00:17,Not latest view,IN (India)
User 8,2023-05-20 16:07:28,00:00:33,,Shehzada (2022)_hook_03_16x9,HOOK,Device Type 1,00:00:33,00:00:33,IN (India)
User 8,2023-05-20 16:07:15,00:00:12,,Teaser: The Mother,TEASER_TRAILER,Device Type 1,00:00:12,00:00:12,IN (India)
User 8,2023-05-20 16:07:04,00:00:11,,Tu Jhoothi Main Makkaar_hook_05_16x9,HOOK,Device Type 1,00:00:10,00:00:10,IN (India)
User 8,2023-05-20 16:06:57,00:00:05,,Mrs. Chatterjee vs Norway_hook_03_16x9,HOOK,Device Type 1,00:00:00,Not latest view,IN (India)
User 8,2023-05-20 16:06:48,00:00:08,,Trailer: Kathal - A Jackfruit Mystery,TRAILER,Device Type 1,00:00:08,Not latest view,IN (India)
User 8,2023-05-20 16:06:39,00:00:06,,Breaking Bad: Season 1_hook_03_16x9,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-20 16:06:30,00:00:05,,Rudravanam (Telugu)_hook_primary_16x9,HOOK,Device Type 1,00:00:04,Not latest view,IN (India)
User 8,2023-05-20 16:05:17,00:01:01,,Main Character Clip: Mother's Day,HOOK,Device Type 1,00:01:01,Not latest view,IN (India)
User 8,2023-05-20 16:05:01,00:00:14,,Untitled Arulnithi_hook_01_16x9,HOOK,Device Type 1,00:00:12,Not latest view,IN (India)
User 8,2023-05-20 16:04:33,00:00:25,,Untitled Arulnithi_hook_01_16x9,HOOK,Device Type 1,00:00:25,Not latest view,IN (India)
User 8,2023-05-20 16:03:41,00:00:06,,Faraaz_hook_primary_16x9,HOOK,Device Type 1,00:00:05,00:00:05,IN (India)
User 8,2023-05-20 16:03:16,00:00:08,,Kutte_hook_03_16x9,HOOK,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-20 16:03:01,00:00:06,,Vaathi (Hindi)_hook_01_16x9,HOOK,Device Type 1,00:00:00,00:00:00,IN (India)
User 8,2023-05-20 16:02:46,00:00:10,,Tu Jhoothi Main Makkaar_hook_05_16x9,HOOK,Device Type 1,00:00:00,Not latest view,IN (India)
User 8,2023-05-20 13:13:55,01:52:59,,Kathal - A Jackfruit Mystery,,Device Type 1,01:50:53,Not latest view,IN (India)
User 8,2023-05-20 13:12:40,00:01:14,,Trailer: Kathal - A Jackfruit Mystery,TRAILER,Device Type 1,00:01:14,Not latest view,IN (India)
User 8,2023-05-20 13:11:22,00:00:22,,Ouija_hook_08_16x9,HOOK,Device Type 1,00:00:22,00:00:22,IN (India)
User 8,2023-05-20 13:10:27,00:00:36,,The Possession of Hannah Grace,,Device Type 1,01:21:48,01:21:48,IN (India)
User 8,2023-05-20 12:54:34,00:12:08,,The Possession of Hannah Grace,,Device Type 1,01:21:04,Not latest view,IN (India)
User 8,2023-05-20 12:54:13,00:00:02,,The Possession of Hannah Grace,,Device Type 1,01:10:09,Not latest view,IN (India)
User 8,2023-05-20 11:33:28,01:10:17,,The Possession of Hannah Grace,,Device Type 1,01:10:09,Not latest view,IN (India)
User 8,2023-05-20 11:32:18,00:00:26,,Carrie_hook_primary_16x9,HOOK,Device Type 1,00:00:24,00:00:24,IN (India)
User 8,2023-05-20 11:31:17,00:00:48,,Insidious: The Last Key_hook_primary_16x9,HOOK,Device Type 1,00:00:48,00:00:48,IN (India)
User 8,2023-05-20 11:30:32,00:00:36,,The Possession of Hannah Grace_hook_03_16x9,HOOK,Device Type 1,00:00:36,00:00:36,IN (India)
User 8,2023-05-20 11:30:19,00:00:05,,Season 1 WTW Teaser: All of Us Are Dead,TEASER_TRAILER,Device Type 1,00:00:04,Not latest view,IN (India)
User 8,2023-05-20 11:30:06,00:00:04,,Bhool Bhulaiya 2: Trailer,TRAILER,Device Type 1,00:00:03,00:00:03,IN (India)
User 8,2023-05-20 11:29:36,00:00:04,,Qorin_hook_04_16x9,HOOK,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-20 11:28:52,00:00:38,,Bayi Ajaib_hook_05_16x9,HOOK,Device Type 1,00:00:37,00:00:37,IN (India)
User 8,2023-05-19 19:02:49,00:19:44,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Device Type 1,00:19:43,Not latest view,IN (India)
User 8,2023-05-19 18:48:12,00:12:55,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:22:41,Not latest view,IN (India)
User 8,2023-05-19 17:12:54,00:02:45,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:10:18,Not latest view,IN (India)
User 8,2023-05-18 18:17:44,00:09:53,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:10:32,Not latest view,IN (India)
User 8,2023-05-18 18:14:46,00:02:52,,Friends: Season 1: The One with the Thumb (Episode 3),,Device Type 1,00:22:46,00:22:46,IN (India)
User 8,2023-05-18 18:14:35,00:00:01,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:00:05,Not latest view,IN (India)
User 8,2023-05-18 18:14:04,00:00:20,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:00:08,Not latest view,IN (India)
User 8,2023-05-18 14:39:15,00:01:08,,Lakshya,,Device Type 1,00:02:35,00:02:35,IN (India)
User 8,2023-05-18 14:39:04,00:00:09,,Lakshya,,Device Type 1,00:01:31,Not latest view,IN (India)
User 8,2023-05-18 14:38:26,00:00:33,,Lakshya,,Device Type 1,00:01:25,Not latest view,IN (India)
User 8,2023-05-18 14:38:05,00:00:18,,Lakshya_hook_03_16x9,HOOK,Device Type 1,00:00:18,00:00:18,IN (India)
User 8,2023-05-18 14:37:40,00:00:13,,Paan Singh Tomar_hook_01_16x9,HOOK,Device Type 1,00:00:13,00:00:13,IN (India)
User 8,2023-05-18 14:37:17,00:00:07,,Gurgaon_hook_05_16x9,HOOK,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-18 14:37:05,00:00:04,,Trailer: Serious Men,TRAILER,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-18 14:35:57,00:00:06,,Public Enemies_hook_01_16x9,HOOK,Device Type 1,00:00:00,00:00:00,IN (India)
User 8,2023-05-17 18:39:51,00:00:36,,Friends: Season 1: The One with George Stephanopoulos (Episode 4),,Device Type 1,00:00:36,Not latest view,IN (India)
User 8,2023-05-17 18:18:59,00:20:34,,Friends: Season 1: The One with the Thumb (Episode 3),,Device Type 1,00:22:42,Not latest view,IN (India)
User 8,2023-05-17 18:18:39,00:00:07,,Lucifer: Season 2_hook_primary_16x9,HOOK,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-16 04:34:06,00:22:29,,Friends: Season 1: The One with the Sonogram at the End (Episode 2),,Device Type 1,00:22:45,00:22:45,IN (India)
User 8,2023-05-15 17:46:41,00:22:11,,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,Device Type 1,00:22:43,00:22:43,IN (India)
User 8,2023-05-15 17:46:23,00:00:11,,Friends: Season 1: The One Where Monica Gets a Roommate (Pilot) (Episode 1),,Device Type 1,00:02:37,Not latest view,IN (India)
User 8,2023-05-15 17:45:20,00:00:05,,Friends: Season 1: The One with the Butt (Episode 6),,Device Type 1,00:04:41,Not latest view,IN (India)
User 8,2023-05-15 17:43:48,00:01:26,,Gatta Kusthi,,Device Type 1,00:19:12,Not latest view,IN (India)
User 8,2023-05-15 17:42:19,00:00:58,,Gatta Kusthi,,Device Type 1,00:17:14,Not latest view,IN (India)
User 8,2023-05-14 19:01:50,00:00:05,,Season 1 Trailer: Snowpiercer,TRAILER,Device Type 1,00:00:05,00:00:05,IN (India)
User 8,2023-05-14 19:01:40,00:00:06,,Lucifer: Season 4 (Franchise Trailer),RECAP,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-14 19:01:06,00:00:26,,Clip: There’s Someone Inside Your House,HOOK,Device Type 1,00:00:26,00:00:26,IN (India)
User 8,2023-05-14 19:00:45,00:00:05,,Clip: Devil in Ohio,HOOK,Device Type 1,00:00:05,00:00:05,IN (India)
User 8,2023-05-11 18:03:46,00:00:09,,Season 1 Genre Specific Moment Clip: Devil in Ohio,HOOK,Device Type 1,00:00:09,00:00:09,IN (India)
User 8,2023-05-11 18:03:25,00:00:06,,Moment of High Emotion Clip 2: Keep Breathing,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-11 18:03:11,00:00:06,,Season 3 Supporting Character Clip: Snowpiercer,HOOK,Device Type 1,00:00:00,00:00:00,IN (India)
User 8,2023-05-11 18:02:36,00:00:08,,Haunted: Season 2 TextInTrailer_Evidence,TRAILER,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-11 18:02:22,00:00:08,,Dracula: Season 1 (Trailer),TRAILER,Device Type 1,00:00:08,00:00:08,IN (India)
User 8,2023-05-11 18:01:44,00:00:04,,Ghost Ship_hook_primary_16x9,HOOK,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-10 18:34:41,00:00:19,,Season 1 Teaser: 1899,TEASER_TRAILER,Device Type 1,00:00:19,00:00:19,IN (India)
User 8,2023-05-10 18:34:23,00:00:04,,High Seas: Season 1 (Trailer),TRAILER,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-10 18:34:09,00:00:09,,Season 1 Teaser: 1899,TEASER_TRAILER,Device Type 1,00:00:08,Not latest view,IN (India)
User 8,2023-05-10 18:32:31,00:00:09,,The Uninvited_hook_primary_16x9,HOOK,Device Type 1,00:00:09,00:00:09,IN (India)
User 8,2023-05-10 18:30:50,00:00:31,,The Haunting of Hill House: Review :30,PROMOTIONAL,Device Type 1,00:00:31,00:00:31,IN (India)
User 8,2023-05-10 18:30:21,00:00:07,,The Witch_hook_primary_16x9,HOOK,Device Type 1,00:00:07,00:00:07,IN (India)
User 8,2023-05-10 18:29:42,00:00:09,,The Haunting of Hill House: Review :30,PROMOTIONAL,Device Type 1,00:00:08,Not latest view,IN (India)
User 8,2023-05-10 18:28:47,00:00:07,,Kuntilanak (Trailer),TRAILER,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-05-10 18:28:12,00:00:20,,Ouija: Origin of Evil_hook_06_16x9,HOOK,Device Type 1,00:00:20,00:00:20,IN (India)
User 8,2023-05-10 18:27:52,00:00:04,,Plot Clip: The Chalk Line,HOOK,Device Type 1,00:00:04,00:00:04,IN (India)
User 8,2023-05-10 18:27:13,00:00:19,,Aftermath_hook_primary_16x9,HOOK,Device Type 1,00:00:00,00:00:00,IN (India)
User 8,2023-05-10 08:28:53,00:34:16,,Things Heard & Seen,,Device Type 1,01:54:32,01:54:32,IN (India)
User 8,2023-05-09 17:11:59,01:03:01,,Things Heard & Seen,,Device Type 1,01:21:52,Not latest view,IN (India)
User 8,2023-05-08 17:40:08,00:19:18,,Things Heard & Seen,,Device Type 1,00:22:02,Not latest view,IN (India)
User 8,2023-05-08 17:21:35,00:02:48,,Things Heard & Seen,,Device Type 1,00:02:48,Not latest view,IN (India)
User 8,2023-05-08 17:21:05,00:00:09,,Plot Clip: The Chalk Line,HOOK,Device Type 1,00:00:09,Not latest view,IN (India)
User 8,2023-05-08 17:20:40,00:00:13,,Things Heard & Seen - Baseline Clip 1,HOOK,Device Type 1,00:00:13,00:00:13,IN (India)
User 8,2023-05-08 17:15:35,00:00:08,,Fidaa,,Device Type 1,00:31:06,00:31:06,IN (India)
User 8,2023-05-05 21:53:56,00:00:10,,Dasara (Malayalam),,Device Type 1,02:32:45,02:32:45,IN (India)
User 8,2023-05-05 21:53:32,00:00:01,,Squid Game: Season 1: A Fair World (Episode 5),,Device Type 1,00:00:11,00:00:11,IN (India)
User 8,2023-05-05 21:53:17,00:00:09,,Squid Game: Season 1: Stick to the Team (Episode 4),,Device Type 1,00:54:36,00:54:36,IN (India)
User 8,2023-05-05 21:52:51,00:00:15,,Friends: Season 1: The One with the East German Laundry Detergent (Episode 5),,Device Type 1,00:22:39,Not latest view,IN (India)
User 8,2023-05-05 21:52:10,00:00:24,,Dasara (Tamil),,Device Type 1,02:31:15,Not latest view,IN (India)
User 8,2023-05-05 21:51:33,00:00:19,,Unsolved Mysteries: Volume 3: Paranormal Rangers (Episode 5),,Device Type 1,00:42:13,00:42:13,IN (India)
User 8,2023-05-05 21:51:17,00:00:04,,Dasara (Tamil),,Device Type 1,01:30:25,Not latest view,IN (India)
User 8,2023-05-05 21:39:36,00:09:48,,Gandu,,Device Type 1,01:25:36,01:25:36,IN (India)
User 8,2023-05-02 09:11:57,00:00:07,,The Good Doctor: Season 1: Burnt Food (Episode 1),,Device Type 1,00:00:33,00:00:33,IN (India)
User 8,2023-05-02 09:10:09,00:00:03,,Dasara (Tamil),,Device Type 1,00:00:02,Not latest view,IN (India)
User 8,2023-04-29 18:39:59,00:07:42,,Ouija,,Device Type 1,00:08:56,00:08:56,IN (India)
User 8,2023-04-29 18:39:21,00:00:24,,Ouija_hook_04_16x9,HOOK,Device Type 1,00:00:24,00:00:24,IN (India)
User 8,2023-04-29 18:38:45,00:00:23,,Inciting Incident Clip: Phenomena,HOOK,Device Type 1,00:00:02,00:00:02,IN (India)
User 8,2023-04-29 18:01:49,00:36:20,,Qorin,,Device Type 1,01:45:25,01:45:25,IN (India)
User 8,2023-04-29 18:01:30,00:00:16,,Qorin_hook_05_16x9,HOOK,Device Type 1,00:00:16,00:00:16,IN (India)
User 8,2023-04-29 13:23:12,00:34:43,,Qorin,,Device Type 1,01:09:12,Not latest view,IN (India)
User 8,2023-04-29 12:55:25,00:26:00,,Qorin,,Device Type 1,00:34:47,Not latest view,IN (India)
User 8,2023-04-29 12:55:16,00:00:07,,Qorin_hook_05_16x9,HOOK,Device Type 1,00:00:07,Not latest view,IN (India)
User 8,2023-04-29 12:51:42,00:03:22,,Qorin,,Device Type 1,00:08:52,Not latest view,IN (India)
User 8,2023-04-29 10:33:35,02:17:44,,Agneepath (2012),,Device Type 1,02:46:59,02:46:59,IN (India)
User 8,2023-04-29 09:59:05,00:22:32,,Agneepath (2012),,Device Type 1,00:22:50,Not latest view,IN (India)
User 8,2023-04-29 09:58:06,00:00:50,,Agneepath (2012)_hook_02_16x9,HOOK,Device Type 1,00:00:50,00:00:50,IN (India)
User 8,2023-04-29 09:57:47,00:00:11,,Kutte_hook_03_16x9,HOOK,Device Type 1,00:00:11,Not latest view,IN (India)
User 8,2023-04-29 09:57:08,00:00:17,,Rekha_hook_03_16x9,HOOK,Device Type 1,00:00:17,00:00:17,IN (India)
User 8,2023-04-29 09:56:39,00:00:07,,Dasara (Tamil)_hook_primary_16x9,HOOK,Device Type 1,00:00:06,00:00:06,IN (India)
User 8,2023-04-28 16:52:03,00:01:02,,Super Deluxe,,Device Type 1,02:26:11,02:26:11,IN (India)
User 8,2023-04-28 16:50:14,00:01:36,,Super Deluxe_hook_02_16x9,HOOK,Device Type 1,00:01:36,00:01:36,IN (India)
User 8,2023-04-28 16:49:19,00:00:45,,Raangi_hook_03_16x9,HOOK,Device Type 1,00:00:45,00:00:45,IN (India)
User 8,2023-04-28 16:48:07,00:00:42,,Nee Enge En Anbe (Kahaani remake)_hook_05_16x9,HOOK,Device Type 1,00:00:34,00:00:34,IN (India)
User 8,2023-04-28 09:47:26,00:00:05,,Squid Game: Season 1: Stick to the Team (Episode 4),,Device Type 11,00:00:05,Not latest view,IN (India)
User 8,2023-04-28 09:43:24,00:02:18,Autoplayed: user action: User_Interaction; ,Squid Game: Season 1: Stick to the Team (Episode 4),,Device Type 11,00:23:22,Not latest view,IN (India)
User 8,2023-04-28 09:35:22,00:06:07,Autoplayed: user action: User_Interaction; ,Squid Game: Season 1: Stick to the Team (Episode 4),,Device Type 11,00:21:02,Not latest view,IN (India)
User 8,2023-04-28 09:17:21,00:15:50,,Squid Game: Season 1: The Man with the Umbrella (Episode 3),,Device Type 11,00:49:58,00:49:58,IN (India)
User 8,2023-04-28 09:16:15,00:00:04,,Squid Game: Season 1: Hell (Episode 2),,Device Type 11,00:27:17,00:27:17,IN (India)
User 8,2023-04-28 09:13:42,00:01:11,Autoplayed: user action: None; ,The Conjuring 2,,Device Type 11,00:46:03,00:46:03,IN (India)
User 8,2023-04-26 11:55:31,00:24:16,Autoplayed: user action: User_Interaction; ,Bram Stoker's Dracula,,Device Type 11,00:24:16,00:24:16,IN (India)
User 8,2023-04-26 11:50:28,00:01:28,Autoplayed: user action: User_Interaction; ,The Conjuring 2,,Device Type 11,00:44:56,Not latest view,IN (India)
User 8,2023-04-26 11:49:51,00:00:23,Autoplayed: user action: None; ,Anacondas: The Hunt for the Blood Orchid_hook_primary_16x9,HOOK,Device Type 11,00:00:23,00:00:23,IN (India)
